O,A-1,A-2,A-3,A-4,A-5,A-all,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-all
2.689655172,0.24137931,0.0,0.310344828,0.103448276,-0.137931034,3.172413793,-0.551724138,-0.172413793,-0.24137931,-0.103448276,-0.517241379,-0.344827586,-0.310344828,-0.586206897,2.172413793
2.692307692,0.0,0.0,-0.115384615,-0.153846154,-0.153846154,2.692307692,-0.384615385,-0.076923077,-0.153846154,0.038461538,-0.038461538,0.076923077,-0.192307692,0.230769231,2.653846154
2.692307692,-0.115384615,0.153846154,-0.384615385,-0.5,0.038461538,2.807692308,-0.423076923,0.076923077,-0.038461538,0.0,0.115384615,-0.307692308,-0.115384615,0.230769231,2.5
2.692307692,0.192307692,0.269230769,0.0,0.230769231,0.192307692,3.0,-0.269230769,0.153846154,-0.192307692,0.076923077,-0.230769231,-0.076923077,-0.269230769,0.153846154,2.538461538
2.692307692,0.076923077,0.230769231,0.192307692,0.115384615,0.0,3.076923077,-0.5,-0.038461538,-0.076923077,-0.038461538,-0.230769231,0.153846154,-0.230769231,0.192307692,2.730769231
2.692307692,0.346153846,0.269230769,0.192307692,0.384615385,0.076923077,3.115384615,-0.307692308,-0.153846154,-0.038461538,-0.192307692,-0.5,0.153846154,-0.307692308,0.115384615,2.615384615
2.692307692,0.269230769,0.115384615,0.192307692,0.115384615,-0.192307692,3.153846154,-0.423076923,0.038461538,0.0,0.038461538,-0.5,0.115384615,-0.192307692,-0.038461538,2.730769231
2.692307692,0.115384615,0.076923077,-0.076923077,-0.153846154,0.038461538,2.846153846,-0.538461538,-0.038461538,-0.230769231,-0.076923077,0.423076923,0.230769231,-0.115384615,0.269230769,2.807692308
2.692307692,0.346153846,0.192307692,0.076923077,-0.115384615,0.038461538,2.846153846,-0.384615385,-0.269230769,-0.038461538,0.038461538,0.115384615,-0.076923077,-0.153846154,0.153846154,2.615384615
2.692307692,0.076923077,0.076923077,0.346153846,0.115384615,-0.192307692,2.923076923,-0.230769231,-0.038461538,-0.230769231,-0.115384615,-0.384615385,-0.115384615,-0.076923077,0.153846154,2.461538462
2.692307692,0.269230769,0.230769231,0.153846154,0.115384615,0.076923077,3.0,-0.423076923,-0.192307692,-0.307692308,-0.192307692,-0.538461538,0.076923077,-0.230769231,-0.192307692,2.384615385
2.692307692,0.307692308,0.038461538,0.115384615,0.038461538,-0.153846154,3.038461538,-0.346153846,-0.038461538,-0.038461538,-0.153846154,-0.423076923,0.038461538,-0.076923077,-0.038461538,2.576923077
2.692307692,0.346153846,0.076923077,0.192307692,-0.038461538,-0.346153846,3.153846154,-0.576923077,-0.192307692,-0.384615385,-0.230769231,-0.615384615,-0.230769231,-0.269230769,0.076923077,2.346153846
2.692307692,0.192307692,0.153846154,0.269230769,-0.192307692,0.115384615,3.153846154,-0.192307692,-0.115384615,-0.269230769,0.076923077,-0.615384615,-0.538461538,-0.038461538,0.346153846,2.307692308
2.692307692,0.269230769,0.230769231,0.384615385,0.384615385,0.076923077,3.153846154,-0.230769231,-0.076923077,-0.153846154,-0.076923077,-0.461538462,-0.038461538,-0.307692308,0.307692308,2.692307692
2.692307692,0.307692308,0.269230769,0.115384615,0.307692308,0.153846154,3.192307692,-0.5,-0.115384615,-0.115384615,-0.230769231,-0.153846154,-0.115384615,-0.230769231,0.538461538,2.538461538
2.692307692,0.115384615,0.0,0.346153846,0.346153846,-0.230769231,3.038461538,-0.192307692,-0.153846154,-0.153846154,-0.230769231,-0.307692308,-0.192307692,-0.115384615,0.038461538,2.5
2.692307692,-0.038461538,0.115384615,-0.076923077,-0.153846154,-0.230769231,2.730769231,-0.269230769,-0.115384615,-0.230769231,-0.307692308,-0.153846154,-0.307692308,-0.346153846,0.192307692,2.807692308
2.692307692,0.115384615,-0.115384615,0.038461538,0.038461538,-0.230769231,2.846153846,-0.115384615,0.115384615,-0.115384615,0.076923077,-0.307692308,-0.115384615,0.192307692,0.461538462,2.576923077
2.692307692,-0.230769231,-0.153846154,0.192307692,0.192307692,-0.384615385,2.230769231,0.153846154,0.115384615,0.038461538,0.076923077,0.0,-0.038461538,0.0,0.230769231,3.076923077
2.692307692,0.461538462,0.269230769,0.307692308,0.346153846,0.153846154,3.038461538,-0.384615385,0.0,-0.269230769,-0.192307692,0.0,0.115384615,-0.538461538,0.538461538,2.5
2.692307692,0.0,-0.153846154,0.0,-0.153846154,-0.115384615,2.961538462,0.153846154,-0.038461538,0.038461538,-0.076923077,-0.384615385,-0.153846154,-0.076923077,0.038461538,2.653846154
2.692307692,0.269230769,0.153846154,-0.076923077,0.0,-0.076923077,2.884615385,-0.076923077,-0.153846154,0.038461538,-0.076923077,0.038461538,-0.038461538,-0.230769231,0.153846154,2.653846154
2.692307692,0.346153846,0.192307692,0.153846154,0.192307692,-0.038461538,3.153846154,0.0,0.038461538,-0.038461538,0.076923077,-0.269230769,0.076923077,0.0,-0.461538462,2.346153846
2.692307692,0.307692308,0.115384615,0.307692308,0.269230769,-0.076923077,3.153846154,-0.538461538,-0.269230769,-0.461538462,-0.307692308,-0.038461538,0.076923077,-0.346153846,0.269230769,2.153846154
2.692307692,0.0,-0.038461538,-0.230769231,-0.153846154,-0.153846154,2.692307692,-0.269230769,-0.038461538,-0.115384615,0.076923077,-0.307692308,0.115384615,-0.115384615,0.230769231,2.461538462
2.692307692,0.538461538,0.423076923,0.346153846,0.269230769,0.076923077,3.5,-0.346153846,-0.269230769,-0.192307692,-0.423076923,-0.307692308,-0.038461538,-0.153846154,0.346153846,2.384615385
2.692307692,0.0,0.0,0.269230769,0.153846154,-0.038461538,2.653846154,-0.192307692,0.038461538,-0.115384615,-0.038461538,0.076923077,0.230769231,-0.076923077,0.346153846,2.730769231
2.705882353,-0.058823529,0.029411765,-0.029411765,0.147058824,-0.147058824,3.029411765,-0.147058824,-0.176470588,-0.147058824,-0.264705882,0.029411765,-0.147058824,-0.294117647,0.147058824,2.705882353
2.705882353,-0.264705882,0.058823529,-0.088235294,-0.088235294,-0.088235294,2.735294118,0.088235294,0.058823529,-0.088235294,-0.058823529,-0.264705882,-0.235294118,-0.088235294,0.058823529,2.647058824
2.705882353,0.382352941,0.117647059,-0.117647059,-0.352941176,-0.147058824,3.029411765,-0.117647059,0.147058824,-0.088235294,0.088235294,-0.088235294,-0.029411765,-0.147058824,0.411764706,2.676470588
2.705882353,0.323529412,0.117647059,-0.147058824,0.0,-0.029411765,3.147058824,-0.558823529,-0.117647059,-0.235294118,0.0,0.205882353,-0.117647059,-0.264705882,-0.117647059,2.411764706
2.705882353,0.176470588,0.117647059,-0.264705882,-0.176470588,0.411764706,2.941176471,-0.529411765,0.029411765,-0.205882353,-0.058823529,0.264705882,-0.088235294,-0.117647059,0.323529412,2.705882353
2.705882353,0.264705882,0.117647059,-0.058823529,-0.088235294,-0.058823529,2.882352941,-0.176470588,0.058823529,-0.264705882,0.176470588,-0.264705882,0.029411765,-0.088235294,0.441176471,2.647058824
2.714285714,-0.342857143,-0.114285714,-0.228571429,-0.028571429,-0.085714286,2.514285714,-0.085714286,0.028571429,0.085714286,0.285714286,0.085714286,-0.285714286,0.114285714,0.514285714,2.857142857
2.714285714,-0.071428571,-0.035714286,0.035714286,0.071428571,0.035714286,2.571428571,-0.071428571,0.107142857,0.035714286,0.142857143,0.428571429,0.142857143,0.035714286,0.25,2.821428571
2.714285714,-0.228571429,0.142857143,0.342857143,0.371428571,0.228571429,2.685714286,-0.314285714,0.228571429,-0.114285714,0.085714286,0.4,0.257142857,-0.142857143,0.514285714,2.828571429
2.714285714,-0.2,-0.028571429,0.085714286,0.057142857,0.028571429,2.771428571,-0.428571429,0.0,-0.142857143,0.0,-0.257142857,0.2,-0.085714286,0.085714286,2.657142857
2.714285714,0.178571429,-0.071428571,0.142857143,0.0,0.0,2.785714286,-0.321428571,0.0,-0.178571429,-0.178571429,0.464285714,0.107142857,-0.107142857,0.357142857,2.714285714
2.714285714,0.178571429,0.107142857,0.25,0.214285714,0.285714286,2.857142857,-0.392857143,0.178571429,-0.214285714,-0.071428571,0.607142857,0.071428571,-0.285714286,0.464285714,2.5
2.714285714,-0.085714286,0.142857143,0.028571429,-0.142857143,-0.114285714,2.885714286,-0.542857143,-0.057142857,-0.2,-0.085714286,-0.371428571,0.114285714,-0.171428571,0.285714286,2.485714286
2.714285714,0.285714286,0.0,0.5,0.321428571,0.107142857,2.892857143,-0.214285714,0.142857143,-0.107142857,-0.035714286,0.321428571,0.214285714,-0.142857143,0.607142857,2.5
2.714285714,0.114285714,0.0,0.228571429,0.114285714,-0.2,2.942857143,-0.285714286,-0.2,-0.114285714,-0.371428571,-0.628571429,0.2,-0.2,0.371428571,2.514285714
2.714285714,0.357142857,0.035714286,0.321428571,0.107142857,0.071428571,2.964285714,-0.285714286,0.071428571,-0.178571429,0.071428571,0.464285714,0.178571429,-0.107142857,0.464285714,2.535714286
2.714285714,0.257142857,0.028571429,0.4,0.228571429,-0.142857143,3.0,-0.542857143,-0.285714286,-0.2,-0.514285714,-0.342857143,0.285714286,-0.371428571,0.228571429,2.371428571
2.714285714,0.542857143,0.2,-0.257142857,-0.285714286,0.114285714,3.0,-0.628571429,-0.4,-0.514285714,-0.257142857,0.057142857,-0.771428571,-0.457142857,0.428571429,2.342857143
2.714285714,0.178571429,-0.214285714,0.107142857,0.214285714,-0.428571429,3.0,0.214285714,-0.035714286,0.035714286,-0.107142857,-0.535714286,-0.214285714,0.071428571,0.357142857,2.392857143
2.714285714,0.357142857,0.142857143,0.214285714,-0.071428571,0.0,3.035714286,-0.107142857,0.071428571,0.0,-0.035714286,0.357142857,0.0,-0.142857143,-0.428571429,2.5
2.714285714,0.392857143,0.142857143,0.214285714,0.214285714,-0.107142857,3.071428571,-0.25,-0.178571429,-0.142857143,-0.392857143,-0.142857143,0.071428571,-0.357142857,0.535714286,2.607142857
2.714285714,0.142857143,0.171428571,-0.342857143,-0.314285714,0.257142857,3.085714286,-0.485714286,-0.085714286,-0.342857143,0.085714286,0.028571429,-0.371428571,-0.114285714,0.285714286,2.6
2.714285714,0.107142857,0.214285714,-0.071428571,-0.321428571,-0.035714286,3.107142857,-0.464285714,-0.285714286,-0.142857143,-0.071428571,0.321428571,-0.321428571,-0.178571429,0.214285714,2.535714286
2.714285714,0.321428571,0.107142857,0.5,0.392857143,0.142857143,3.107142857,-0.464285714,-0.178571429,-0.035714286,-0.107142857,0.392857143,0.25,-0.071428571,0.464285714,2.571428571
2.714285714,0.178571429,0.107142857,-0.142857143,-0.035714286,-0.428571429,3.071428571,-0.392857143,-0.25,-0.321428571,-0.285714286,-0.678571429,-0.107142857,-0.392857143,0.142857143,2.285714286
2.714285714,0.035714286,-0.071428571,-0.071428571,0.0,-0.071428571,2.892857143,-0.214285714,0.0,-0.035714286,-0.142857143,0.178571429,-0.285714286,-0.142857143,0.071428571,2.571428571
2.714285714,0.25,0.142857143,0.285714286,0.142857143,-0.25,2.785714286,-0.321428571,-0.035714286,-0.285714286,-0.285714286,-0.071428571,-0.178571429,-0.285714286,0.035714286,2.464285714
2.714285714,-0.035714286,0.071428571,0.0,0.035714286,0.0,2.714285714,-0.321428571,-0.071428571,-0.25,-0.142857143,0.392857143,-0.464285714,-0.25,0.25,2.571428571
2.714285714,0.178571429,0.178571429,0.178571429,0.178571429,-0.035714286,3.178571429,-0.285714286,-0.214285714,-0.214285714,-0.178571429,0.142857143,-0.142857143,-0.392857143,0.25,2.464285714
2.714285714,-0.142857143,-0.107142857,0.178571429,-0.035714286,0.071428571,2.678571429,-0.142857143,-0.071428571,-0.107142857,-0.178571429,0.142857143,0.214285714,0.107142857,0.321428571,2.678571429
2.714285714,0.071428571,-0.107142857,0.285714286,0.107142857,-0.178571429,2.964285714,-0.071428571,0.142857143,0.071428571,-0.142857143,-0.321428571,0.25,0.071428571,0.107142857,2.535714286
2.714285714,-0.035714286,0.071428571,0.178571429,0.25,0.214285714,2.607142857,0.035714286,0.25,0.071428571,0.071428571,0.5,0.178571429,0.035714286,0.321428571,2.857142857
2.714285714,0.535714286,0.357142857,0.178571429,0.035714286,0.035714286,2.964285714,0.107142857,0.071428571,0.107142857,0.035714286,-0.464285714,0.25,-0.142857143,0.285714286,2.607142857
2.714285714,0.142857143,0.035714286,0.285714286,0.321428571,-0.142857143,2.964285714,0.142857143,0.214285714,0.107142857,0.035714286,-0.321428571,0.178571429,-0.178571429,0.214285714,2.607142857
2.714285714,0.464285714,0.392857143,0.357142857,0.178571429,0.178571429,2.607142857,-0.321428571,0.142857143,-0.071428571,0.142857143,0.392857143,0.035714286,-0.142857143,0.25,2.607142857
2.724137931,-0.103448276,0.137931034,0.206896552,-0.103448276,0.103448276,2.931034483,-0.24137931,-0.103448276,0.0,-0.275862069,-0.103448276,-0.068965517,0.0,0.068965517,2.620689655
2.724137931,0.206896552,-0.103448276,0.137931034,0.137931034,0.275862069,3.275862069,-0.379310345,-0.103448276,-0.034482759,0.137931034,0.379310345,0.103448276,0.0,0.24137931,2.551724138
2.724137931,0.310344828,0.206896552,-0.137931034,-0.137931034,0.103448276,3.103448276,-0.034482759,-0.034482759,-0.137931034,0.103448276,0.137931034,-0.482758621,-0.103448276,0.137931034,2.482758621
2.724137931,0.103448276,0.103448276,-0.206896552,-0.344827586,-0.068965517,2.827586207,-0.103448276,0.0,-0.137931034,0.137931034,0.137931034,-0.310344828,0.103448276,-0.034482759,2.517241379
2.724137931,-0.034482759,-0.620689655,0.275862069,0.24137931,-0.137931034,2.75862069,-0.137931034,0.0,0.034482759,0.172413793,-0.448275862,0.24137931,-0.137931034,0.379310345,2.724137931
2.724137931,-0.034482759,-0.034482759,-0.275862069,-0.586206897,-0.068965517,2.75862069,-0.310344828,0.103448276,-0.137931034,0.068965517,-0.275862069,0.0,-0.034482759,0.379310345,2.586206897
2.724137931,-0.206896552,0.172413793,-0.172413793,-0.103448276,0.068965517,2.896551724,-0.172413793,0.068965517,0.137931034,0.0,0.137931034,0.103448276,0.034482759,0.413793103,2.793103448
2.724137931,0.068965517,0.137931034,-0.275862069,-0.482758621,0.068965517,3.0,-0.413793103,-0.103448276,-0.137931034,-0.275862069,0.24137931,-0.310344828,-0.103448276,0.413793103,2.620689655
2.724137931,0.310344828,0.275862069,0.103448276,0.172413793,-0.206896552,3.034482759,-0.206896552,0.172413793,0.103448276,-0.103448276,-0.620689655,0.172413793,-0.206896552,0.344827586,2.655172414
2.724137931,0.517241379,0.206896552,-0.137931034,-0.379310345,-0.137931034,3.068965517,-0.482758621,0.137931034,-0.206896552,0.24137931,-0.206896552,0.0,-0.206896552,0.034482759,2.620689655
2.724137931,0.413793103,0.103448276,0.310344828,0.137931034,-0.034482759,3.103448276,-0.75862069,-0.103448276,-0.206896552,-0.172413793,0.034482759,-0.034482759,-0.379310345,0.344827586,2.413793103
2.724137931,0.310344828,0.172413793,0.275862069,0.137931034,-0.068965517,3.137931034,-0.448275862,-0.103448276,-0.206896552,-0.137931034,-0.379310345,-0.068965517,-0.172413793,0.379310345,2.620689655
2.724137931,0.275862069,0.172413793,0.137931034,-0.034482759,0.206896552,3.137931034,-0.827586207,-0.137931034,-0.517241379,-0.310344828,0.413793103,-0.103448276,-0.655172414,0.448275862,2.068965517
2.730769231,0.461538462,0.230769231,-0.076923077,-0.115384615,0.038461538,2.692307692,-0.692307692,-0.423076923,-0.230769231,-0.307692308,-0.038461538,0.038461538,-0.269230769,0.269230769,2.615384615
2.730769231,0.076923077,0.230769231,0.230769231,0.153846154,0.192307692,2.769230769,-0.230769231,0.038461538,-0.115384615,0.115384615,0.384615385,0.269230769,-0.115384615,0.384615385,2.692307692
2.730769231,0.230769231,0.192307692,0.307692308,0.153846154,0.0,2.807692308,-0.153846154,0.192307692,-0.038461538,0.0,-0.423076923,-0.307692308,0.192307692,0.346153846,2.538461538
2.730769231,-0.038461538,-0.115384615,0.0,0.076923077,0.115384615,2.807692308,-0.461538462,0.0,-0.230769231,0.115384615,0.307692308,0.153846154,-0.076923077,0.269230769,2.692307692
2.730769231,-0.230769231,0.038461538,-0.115384615,0.0,-0.076923077,2.807692308,-0.307692308,0.0,-0.230769231,0.0,0.384615385,0.0,-0.115384615,0.269230769,2.769230769
2.730769231,-0.115384615,-0.076923077,0.230769231,0.0,-0.230769231,2.846153846,-0.076923077,0.038461538,0.115384615,-0.115384615,-0.192307692,0.076923077,-0.038461538,0.307692308,2.653846154
2.730769231,0.269230769,0.038461538,0.115384615,-0.115384615,0.115384615,2.884615385,-0.269230769,-0.115384615,-0.076923077,-0.307692308,-0.115384615,-0.115384615,-0.346153846,0.192307692,2.615384615
2.730769231,-0.038461538,-0.153846154,-0.153846154,0.0,0.038461538,2.923076923,-0.269230769,0.0,-0.230769231,0.115384615,0.307692308,-0.076923077,0.038461538,0.538461538,2.692307692
2.730769231,0.115384615,0.153846154,0.038461538,0.153846154,0.076923077,2.923076923,-0.461538462,0.115384615,-0.230769231,0.115384615,-0.346153846,0.076923077,-0.192307692,0.269230769,2.692307692
2.730769231,0.346153846,0.192307692,-0.153846154,-0.230769231,0.153846154,2.923076923,-0.538461538,-0.269230769,-0.076923077,-0.192307692,0.230769231,0.0,-0.115384615,0.269230769,2.538461538
2.730769231,0.192307692,-0.115384615,0.038461538,0.076923077,-0.346153846,2.961538462,-0.269230769,-0.038461538,-0.115384615,-0.115384615,-0.653846154,-0.346153846,0.115384615,0.346153846,2.5
2.730769231,0.269230769,0.0,0.346153846,0.384615385,0.153846154,2.961538462,-0.538461538,-0.115384615,-0.038461538,-0.076923077,-0.384615385,0.038461538,0.115384615,0.269230769,2.269230769
2.730769231,0.076923077,0.076923077,0.0,-0.115384615,-0.153846154,2.961538462,-0.384615385,-0.269230769,-0.076923077,-0.230769231,0.230769231,0.076923077,-0.230769231,0.076923077,2.615384615
2.730769231,0.038461538,0.115384615,-0.153846154,-0.115384615,-0.076923077,2.961538462,-0.269230769,0.115384615,-0.038461538,0.038461538,0.0,0.076923077,-0.192307692,0.269230769,2.653846154
2.730769231,0.230769231,0.038461538,0.076923077,0.115384615,0.076923077,3.0,-0.307692308,0.0,-0.192307692,0.0,-0.153846154,-0.076923077,-0.307692308,0.384615385,2.769230769
2.730769231,0.384615385,0.0,-0.038461538,-0.038461538,0.0,3.0,-0.307692308,-0.230769231,0.0,-0.076923077,-0.307692308,-0.076923077,0.0,0.153846154,2.615384615
2.730769231,0.269230769,0.115384615,0.0,-0.038461538,0.115384615,3.0,-0.692307692,-0.153846154,-0.153846154,0.038461538,0.5,-0.076923077,-0.192307692,0.115384615,2.576923077
2.730769231,0.230769231,0.192307692,0.038461538,0.076923077,0.0,3.0,-0.346153846,0.038461538,-0.115384615,-0.230769231,0.076923077,-0.153846154,-0.192307692,-0.538461538,2.384615385
2.730769231,0.115384615,-0.153846154,0.307692308,-0.038461538,-0.230769231,3.038461538,-0.192307692,-0.076923077,0.038461538,0.038461538,-0.576923077,0.076923077,-0.076923077,0.269230769,2.576923077
2.730769231,0.346153846,0.230769231,-0.076923077,-0.038461538,0.076923077,3.038461538,-0.269230769,-0.076923077,-0.076923077,0.115384615,0.115384615,-0.307692308,-0.115384615,0.269230769,2.653846154
2.730769231,0.230769231,0.230769231,0.423076923,0.307692308,-0.269230769,3.076923077,-0.346153846,-0.230769231,-0.230769231,-0.038461538,-0.615384615,0.076923077,-0.269230769,0.230769231,2.423076923
2.730769231,0.269230769,0.076923077,0.346153846,0.269230769,0.115384615,3.115384615,-0.538461538,-0.076923077,-0.230769231,-0.115384615,-0.307692308,0.038461538,-0.307692308,-0.153846154,2.423076923
2.730769231,0.192307692,0.153846154,0.230769231,0.192307692,-0.269230769,3.153846154,-0.076923077,-0.076923077,0.076923077,0.115384615,-0.307692308,0.038461538,-0.153846154,0.307692308,2.5
2.730769231,0.269230769,0.230769231,0.192307692,-0.192307692,0.0,3.192307692,-0.384615385,-0.384615385,0.038461538,-0.230769231,-0.423076923,-0.423076923,-0.115384615,0.115384615,2.307692308
2.730769231,0.192307692,0.076923077,0.384615385,0.346153846,-0.076923077,3.230769231,-0.346153846,-0.153846154,-0.115384615,-0.153846154,-0.538461538,0.192307692,-0.115384615,0.153846154,2.461538462
2.730769231,0.307692308,-0.038461538,0.192307692,0.153846154,0.115384615,3.230769231,-0.192307692,0.038461538,-0.038461538,0.076923077,0.076923077,-0.230769231,-0.346153846,-0.192307692,2.653846154
2.730769231,0.307692308,0.230769231,0.346153846,0.0,0.038461538,3.346153846,-0.423076923,0.038461538,-0.038461538,0.076923077,0.0,-0.461538462,-0.038461538,0.269230769,2.538461538
2.730769231,0.153846154,-0.038461538,-0.038461538,0.0,-0.115384615,2.961538462,-0.384615385,-0.269230769,-0.269230769,-0.192307692,0.076923077,0.115384615,-0.576923077,0.461538462,2.615384615
2.730769231,0.076923077,0.115384615,-0.153846154,0.076923077,-0.192307692,3.153846154,-0.038461538,-0.115384615,-0.038461538,-0.153846154,-0.230769231,-0.038461538,-0.076923077,-0.692307692,2.576923077
2.730769231,0.192307692,0.153846154,-0.615384615,-0.269230769,-0.115384615,2.769230769,-0.269230769,0.076923077,-0.153846154,0.076923077,0.346153846,-0.038461538,-0.269230769,0.153846154,2.653846154
2.730769231,0.538461538,0.307692308,0.153846154,0.0,0.115384615,3.115384615,-0.423076923,-0.038461538,-0.230769231,0.076923077,0.461538462,0.0,0.076923077,0.730769231,2.653846154
2.730769231,0.038461538,0.115384615,0.423076923,0.153846154,-0.153846154,3.0,-0.076923077,0.115384615,-0.038461538,0.115384615,0.230769231,0.269230769,0.0,0.576923077,2.615384615
2.730769231,0.346153846,0.038461538,-0.384615385,-0.576923077,-0.076923077,3.038461538,-0.230769231,-0.153846154,-0.192307692,-0.230769231,0.384615385,-0.346153846,-0.076923077,0.115384615,2.461538462
2.730769231,0.038461538,0.115384615,0.423076923,0.038461538,-0.269230769,3.076923077,-0.307692308,-0.038461538,-0.307692308,0.0,-0.115384615,0.230769231,-0.192307692,0.115384615,2.5
2.730769231,-0.153846154,-0.038461538,-0.115384615,0.230769231,-0.038461538,2.423076923,0.076923077,0.153846154,0.0,0.0,0.461538462,0.076923077,-0.115384615,0.269230769,2.769230769
2.730769231,0.153846154,0.192307692,0.192307692,0.115384615,0.038461538,2.615384615,0.076923077,0.076923077,0.038461538,0.038461538,0.5,0.153846154,0.0,-0.230769231,2.769230769
2.730769231,0.307692308,0.230769231,0.307692308,0.230769231,-0.076923077,3.115384615,-0.423076923,-0.346153846,-0.269230769,-0.423076923,-0.153846154,0.076923077,-0.269230769,0.0,2.230769231
2.730769231,0.115384615,0.153846154,0.153846154,0.192307692,-0.307692308,2.961538462,0.038461538,0.076923077,0.153846154,-0.230769231,-0.269230769,-0.038461538,-0.076923077,-0.230769231,2.615384615
2.730769231,0.076923077,0.192307692,-0.230769231,-0.269230769,-0.038461538,3.0,-0.192307692,-0.153846154,-0.115384615,-0.038461538,0.423076923,-0.038461538,-0.038461538,0.269230769,2.653846154
2.730769231,0.192307692,0.0,-0.076923077,-0.192307692,-0.230769231,3.0,-0.384615385,-0.153846154,-0.230769231,0.038461538,0.076923077,-0.269230769,-0.423076923,0.423076923,2.538461538
2.730769231,0.230769231,0.269230769,0.153846154,0.076923077,-0.230769231,3.076923077,-0.5,0.0,-0.269230769,0.0,-0.576923077,-0.038461538,-0.192307692,0.230769231,2.307692308
2.730769231,0.076923077,0.192307692,0.115384615,0.115384615,-0.153846154,3.076923077,-0.307692308,-0.307692308,-0.192307692,-0.153846154,-0.346153846,0.038461538,-0.307692308,-0.115384615,2.423076923
2.730769231,0.230769231,0.461538462,0.115384615,0.269230769,0.0,3.230769231,-0.576923077,-0.076923077,-0.115384615,-0.153846154,-0.153846154,0.192307692,-0.461538462,0.230769231,2.307692308
2.730769231,0.230769231,0.269230769,0.230769231,0.269230769,0.0,3.307692308,-0.230769231,0.038461538,-0.192307692,-0.230769231,-0.461538462,-0.192307692,-0.346153846,0.115384615,2.576923077
2.735294118,0.205882353,-0.058823529,0.147058824,-0.117647059,0.176470588,2.852941176,-0.058823529,0.058823529,-0.029411765,0.029411765,0.205882353,-0.088235294,-0.205882353,0.147058824,2.735294118
2.735294118,0.147058824,-0.088235294,0.088235294,-0.088235294,-0.147058824,2.970588235,-0.058823529,0.058823529,-0.117647059,0.147058824,-0.147058824,-0.029411765,-0.205882353,0.205882353,2.676470588
2.735294118,0.058823529,0.058823529,-0.058823529,0.029411765,0.029411765,3.176470588,-0.058823529,0.029411765,-0.117647059,0.147058824,-0.235294118,-0.411764706,-0.117647059,0.147058824,2.441176471
2.735294118,0.147058824,-0.088235294,-0.117647059,-0.176470588,-0.235294118,2.882352941,0.088235294,0.088235294,-0.058823529,-0.029411765,-0.176470588,0.088235294,-0.176470588,0.176470588,2.5
2.735294118,-0.029411765,0.029411765,0.029411765,-0.029411765,0.029411765,2.794117647,-0.205882353,0.176470588,0.0,0.264705882,0.205882353,-0.117647059,0.0,0.470588235,2.794117647
2.735294118,-0.117647059,-0.029411765,0.029411765,0.029411765,0.0,2.911764706,0.029411765,0.029411765,0.0,0.088235294,0.0,-0.029411765,0.088235294,0.323529412,2.558823529
2.742857143,0.285714286,0.0,0.285714286,0.142857143,-0.2,2.857142857,-0.514285714,-0.257142857,-0.171428571,-0.314285714,-0.228571429,0.0,-0.371428571,0.085714286,2.342857143
2.742857143,0.142857143,-0.2,0.257142857,0.228571429,-0.114285714,2.885714286,-0.028571429,0.028571429,0.028571429,0.171428571,-0.571428571,0.028571429,0.142857143,0.371428571,2.771428571
2.742857143,0.285714286,0.114285714,0.171428571,0.257142857,0.028571429,3.057142857,-0.457142857,-0.4,-0.257142857,-0.057142857,-0.028571429,-0.2,-0.257142857,0.285714286,2.628571429
2.742857143,0.2,-0.114285714,0.228571429,0.028571429,-0.057142857,3.114285714,-0.542857143,-0.171428571,-0.114285714,-0.457142857,-0.171428571,0.142857143,-0.028571429,-0.057142857,2.371428571
2.742857143,0.342857143,0.0,0.228571429,0.057142857,-0.057142857,3.142857143,-0.342857143,-0.028571429,-0.228571429,-0.142857143,-0.485714286,-0.057142857,-0.028571429,-0.028571429,2.571428571
2.742857143,0.285714286,0.114285714,-0.2,0.028571429,-0.085714286,3.2,-0.485714286,-0.171428571,-0.4,-0.2,-0.4,-0.171428571,-0.342857143,0.285714286,2.485714286
2.75,0.0,-0.071428571,0.25,0.321428571,0.035714286,2.607142857,-0.035714286,-0.178571429,0.214285714,-0.035714286,0.035714286,0.25,-0.107142857,0.428571429,2.785714286
2.75,0.25,0.142857143,0.035714286,0.035714286,-0.071428571,2.821428571,-0.25,0.035714286,-0.321428571,0.035714286,0.214285714,-0.107142857,-0.321428571,0.357142857,2.678571429
2.75,0.214285714,0.0,0.178571429,0.035714286,-0.142857143,2.892857143,-0.392857143,-0.071428571,-0.107142857,-0.035714286,-0.571428571,-0.357142857,-0.178571429,0.285714286,2.428571429
2.75,0.285714286,0.142857143,0.285714286,0.285714286,0.035714286,2.928571429,-0.285714286,0.035714286,0.0,0.035714286,-0.464285714,0.071428571,-0.142857143,0.392857143,2.571428571
2.75,0.214285714,0.142857143,-0.321428571,-0.142857143,-0.071428571,3.0,-0.142857143,0.0,0.0,0.035714286,-0.142857143,-0.178571429,-0.035714286,0.5,2.535714286
2.75,0.285714286,0.142857143,0.321428571,0.142857143,-0.107142857,3.035714286,-0.428571429,-0.214285714,-0.357142857,-0.285714286,-0.357142857,0.214285714,-0.428571429,0.392857143,2.535714286
2.75,0.285714286,0.214285714,0.071428571,-0.035714286,0.285714286,3.035714286,-0.392857143,0.071428571,-0.321428571,-0.142857143,0.5,-0.035714286,-0.25,0.535714286,2.607142857
